rotten_tomatoes_link,movie_title,critic_name,top_critic,tomatometer_status,review_type,review_year,review_content,gender,genre_list,sentiment_scores,compound_score
m/catfish,Catfish,Frank Swietek,False,Certified-Fresh,Rotten,2010,"That isn't to say that this film doesn't raise some provocative questions in an intriguing way--it does. But in the end its answers seem just too pat, and frankly unrealistic.",male,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/american_teen,American Teen,Matthew Pejkovic,False,Fresh,Fresh,2010,"American Teen follows the zeitgeist of documentary filmmaking, where truth is manipulated in order to create an entertaining film, which it no doubt is. Yet the question of its authenticity will linger in the minds of some viewers.",male,"['Documentary', 'Special Interest']","{'neg': 0.157, 'neu': 0.687, 'pos': 0.157, 'compound': 0.0}",0.0
m/american_teen,American Teen,John Hartl,True,Fresh,Fresh,2008,Eventually Burstein moves past these objections and slips under your skin.,male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/10008747-skid_row,Skid Row,Kam Williams,False,Fresh,Fresh,2008,"Pras, one of the founding members of the hip-hop group The Fugees, goes undercover to shed light on the plight of the homeless.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/amy_2015,Amy,George Sully,False,Certified-Fresh,Fresh,2015,"Despite the sheer depth, intimacy and extent of the footage used, Winehouse's story is presented with a delicacy and even-handedness.",male,"['Art House & International', 'Documentary', 'Musical & Performing Arts', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/casting_by,Casting By,Joe Neumaier,True,Fresh,Fresh,2013,"A look into one of the most invisible, and crucial, of cinematic disciplines.",male,"['Documentary', 'Special Interest', 'Television']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/catfish,Catfish,John DeFore,True,Certified-Fresh,Fresh,2010,Twisty tale of social-media intrigue makes for crowd-pleasing doc.,male,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/catfish,Catfish,Devin Faraci,False,Certified-Fresh,Fresh,2010,The second half of Catfish is what raises the movie into something more than a snarky doc.,mostly_male,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/catfish,Catfish,Cole Smithey,False,Certified-Fresh,Fresh,2010,Co-directors Ariel Schulman and Henry Joost make a fascinating-by-design docudrama...,male,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/catfish,Catfish,Ethan Alter,False,Certified-Fresh,Rotten,2010,Catfish is an example of documentary filmmakers shaping reality to suit their own storytelling needs.,male,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/catfish,Catfish,Randy Myers,False,Certified-Fresh,Fresh,2010,An intriguing and suspenseful documentary.,mostly_male,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/americas_heart_and_soul,America's Heart and Soul,Eric D. Snider,False,Rotten,Rotten,2004,"Singing a few rounds of 'The Star-Spangled Banner' is much more stirring, and doesn't take nearly as long.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/americas_heart_and_soul,America's Heart and Soul,Jean Lowerison,False,Rotten,Fresh,2004,"If you need a break from all the chatter about Iraq and Michael Moore's latest film, give America's Heart and Soul a try.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/catfish,Catfish,G. Allen Johnson,True,Certified-Fresh,Rotten,2010,"Much of this film appears very contrived, as if once the filmmakers stumbled onto their story, they went back and filmed re-creations of the initial Facebook scenes.",unknown,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/catfish,Catfish,Noel Murray,True,Certified-Fresh,Fresh,2010,"Catfish is absolutely riveting, and even nerve-wracking as Joost and the Schulmans get progressively closer to learning more about their ""friends.""",male,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/catfish,Catfish,Robin Clifford,False,Certified-Fresh,Rotten,2010,I believe that a documentary should do one of two things: educate you about things not known or present you with something familiar but with added depth of knowledge... Catfish meets neither of those requirements.,mostly_male,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/americas_heart_and_soul,America's Heart and Soul,Eric Harrison,True,Rotten,Rotten,2004,"Though none of these vignettes are long and some last only seconds, the movie felt endless.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/americas_heart_and_soul,America's Heart and Soul,Duane Dudek,False,Rotten,Fresh,2004,The only way these pristine images could be more vivid is if they were in the large-screen IMAX format.,male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/catfish,Catfish,S. Jhoanna Robledo,False,Certified-Fresh,Fresh,2010,"Online life docu reels viewers in with suspense, humanity.",unknown,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/catfish,Catfish,Marjorie Baumgarten,False,Certified-Fresh,Rotten,2010,"In the end, I think Catfish lives up to its namesake's reputation as a bottom-feeder.",female,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/americas_heart_and_soul,America's Heart and Soul,Desson Thomson,True,Rotten,Fresh,2004,"Even though, at times, Schwartzberg's documentary exalts the American way of life with the mythical reverence of a Leni Riefenstahl, the experience is undeniably stirring.",unknown,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/5_days_of_war,5 Days Of War,Roger Ebert,True,Rotten,Rotten,2011,An action movie scarcely deeper than a Michael Bay extravaganza.,male,"['Action & Adventure', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/americas_heart_and_soul,America's Heart and Soul,Harvey S. Karten,False,Rotten,Fresh,2004,Patriotic without pushing its nationalism.,male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/catfish,Catfish,Annlee Ellingson,False,Certified-Fresh,Fresh,2010,"An insightful portrait of human relations at the outset of the 21st century, Catfish examines the tremendous power of the Internet.",unknown,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/catfish,Catfish,Mark Dujsik,False,Certified-Fresh,Fresh,2010,"An engrossing, timely tale and one that surveys the humanity of its subjects while picking away the dishonesty.",male,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/americas_heart_and_soul,America's Heart and Soul,David Germain,True,Rotten,Fresh,2004,"Beneath its glossy surface, this unabashedly feel-good movie is full of substance.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/catfish,Catfish,Dustin Putman,False,Certified-Fresh,Fresh,2010,Staggering and miraculous. Watching it has the power to simultaneously chill the bones and break one's heart.,male,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/6_ways_to_die,6 Ways To Die,Chris Packham,True,Rotten,Rotten,2015,"The film becomes a cascading-failure scenario that proceeds from Soumah's intention to bait-and-switch the audience, coupled with a lot of suboptimal acting and amateurish editing choices.",mostly_male,"['Action & Adventure', 'Mystery & Suspense', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/americas_heart_and_soul,America's Heart and Soul,Tony Toscano,False,Rotten,Fresh,2004,...take your family to this celebration of the American Spirit...,male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/catfish,Catfish,Steven Rea,True,Certified-Fresh,Fresh,2010,"Catfish ... raises all sorts of questions -- about the imaginary realms that open when you click on your computer screen, about cyber-stalking, but also about journalistic ethics.",male,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/10008992-meeting_resistance,Meeting Resistance,Frederic and Mary Ann Brussat,False,Fresh,Fresh,2007,An eye-opening documentary that reveals the diversity and zeal of the resistance movement in Iraq to the U.S. occupation of their homeland.,male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/catfish,Catfish,Neil Smith,False,Certified-Fresh,Fresh,2010,"A compulsive, propulsive study of relationships virtual and real.",male,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/10008700-darfur_now,Darfur Now,Sean P. Means,False,Fresh,Fresh,2007,A rallying call to aid Darfur and an uplifting case study in the power of individuals to effect change.,male,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/a_bigger_splash_2016,A Bigger Splash,Kenji Fujishima,False,Certified-Fresh,Fresh,2016,"These characters and their predicaments become more involving the longer we observe their interactions, picking up clues to their past, scrutinizing their faces and words to get a sense of their feelings toward each other.",male,"['Art House & International', 'Drama', 'Mystery & Suspense', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/cave_of_forgotten_dreams,Cave of Forgotten Dreams,Nigel Andrews,True,Certified-Fresh,Fresh,2011,"""It is as if the modern human soul awakened here,"" Herzog narrates in his hushed, insistent, sibylline tones. It is.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/cave_of_forgotten_dreams,Cave of Forgotten Dreams,Charlotte O'Sullivan,True,Certified-Fresh,Fresh,2011,Werner Herzog's latest documentary is scintillating. Sort of.,female,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/10008699-terrors_advocate,L' Avocat de la Terreur (Terror's Advocate),Pablo Villaça,False,Certified-Fresh,Fresh,2009,"Ainda que falhe em decifrar seu complexo protagonista, o documentrio estabelece um intrigante retrato de um homem cujos princpios morais e ideolgicos eventualmente se tornam to flexveis quanto o espectro alcanado por sua clientela.",male,"['Art House & International', 'Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/a-wink-and-a-smile,A Wink and a Smile,Daniel Eagan,True,Rotten,Rotten,2009,Skin-deep look at students in a Seattle school for stripping.,male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/cave_of_forgotten_dreams,Cave of Forgotten Dreams,Harvey S. Karten,False,Certified-Fresh,Fresh,2011,"Unique in showing us cave drawings that few modern human beings have ever seen, but you have to put up with Werner Herzog's pretentious narration.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/american_promise,American Promise,Radheyan Simonpillai,False,Fresh,Rotten,2014,"f Idris is different because he's African American, he stands out even more because he has a camera crew following him to class.",unknown,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/american_promise,American Promise,Kelly Vance,False,Fresh,Fresh,2013,"Says a lot about race, color, class, competition, and plain human nature in success-driven contemporary urban America.",mostly_female,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/10008699-terrors_advocate,L' Avocat de la Terreur (Terror's Advocate),MaryAnn Johanson,False,Certified-Fresh,Fresh,2007,"[I]ntriguing enough, if a bit dry. But then a flick that seemed newsy, almost wonky, turns riveting...",unknown,"['Art House & International', 'Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/american_promise,American Promise,Stephanie Merry,True,Fresh,Fresh,2013,The fact that the pair pulls off the nearly 21 / 2-hour run time without making the audience tire of the subjects is a feat itself.,female,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/cave_of_forgotten_dreams,Cave of Forgotten Dreams,Nick Schager,False,Certified-Fresh,Fresh,2011,"As with all of Herzog's nonfiction efforts, it's spellbound by the wonder of man's relationship to his surroundings.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/cave_of_forgotten_dreams,Cave of Forgotten Dreams,Justin Chang,True,Certified-Fresh,Fresh,2011,"Filtering the world's oldest paintings through the latest in cinematic technology, Werner Herzog delivers a one-of-a-kind art-history lesson.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/american_promise,American Promise,Nora Lee Mandel,False,Fresh,Rotten,2013,"Raising and educating middle-class African-American boys is seen first-hand, cinema verit style, over 9 years in fitful, occasionally insightful, and intimately revealing.",female,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/cave_of_forgotten_dreams,Cave of Forgotten Dreams,J. Hoberman,True,Certified-Fresh,Fresh,2011,One of the few justifiable recent excursions into 3-D.,unknown,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/cave_of_forgotten_dreams,Cave of Forgotten Dreams,Frederic and Mary Ann Brussat,False,Certified-Fresh,Fresh,2011,"The German cinematic explorer Werner Herzog leads a 3-D tour of the Chauvet Cave which houses art that is 30,000 years old.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/american_movie,American Movie,Rob Nelson,False,Certified-Fresh,Fresh,2009,"With American Movie, director Chris Smith finds the heart of cinema in the unlikely environs of Milwaukee.",male,"['Comedy', 'Documentary', 'Special Interest', 'Television']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/a_bigger_splash_2016,A Bigger Splash,Peter Bradshaw,True,Certified-Fresh,Fresh,2016,"The story begins to resemble something by Ruth Rendell, as filmed by Chabrol.",male,"['Art House & International', 'Drama', 'Mystery & Suspense', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/a_bigger_splash_2016,A Bigger Splash,Charlotte O'Sullivan,True,Certified-Fresh,Fresh,2016,A Bigger Splash isn't about how the other half live. It's rooted in something much closer to home.,female,"['Art House & International', 'Drama', 'Mystery & Suspense', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/10008699-terrors_advocate,L' Avocat de la Terreur (Terror's Advocate),William Arnold,False,Certified-Fresh,Fresh,2007,"While the man [Vergs] has a snappy aphorism for every question, he remains as imponderable and enigmatic as the Sphinx.",male,"['Art House & International', 'Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/10008699-terrors_advocate,L' Avocat de la Terreur (Terror's Advocate),Stephen Hunter,True,Certified-Fresh,Fresh,2007,A panorama of European radicalism.,male,"['Art House & International', 'Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/cave_of_forgotten_dreams,Cave of Forgotten Dreams,Chris Barsanti,False,Certified-Fresh,Rotten,2011,110-proof Herzogiana,mostly_male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/a_bigger_splash_2016,A Bigger Splash,Kevin Maher,True,Certified-Fresh,Fresh,2016,Who knew that Ralph Fiennes had it in him?,male,"['Art House & International', 'Drama', 'Mystery & Suspense', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/cave_of_forgotten_dreams,Cave of Forgotten Dreams,Stephanie Zacharek,False,Certified-Fresh,Fresh,2011,"Doesn't bring 3-D to dazzling new heights. Instead, it uses this relatively new technology to burrow a little deeper, both literally and figuratively, into history - into the nature of mankind, even.",female,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/american_jesus,American Jesus,Steve Schneider,False,Fresh,Fresh,2014,"You begin to find yourself wondering how this qualifies as an actual movie, as opposed to a mere travelogue to eccentricity. But then the hammer swings down.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/a_bigger_splash_2016,A Bigger Splash,John Lui,False,Certified-Fresh,Fresh,2016,"Sit back, smell the jasmine and take it all in without thinking too much about it.",male,"['Art House & International', 'Drama', 'Mystery & Suspense', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/a_bigger_splash_2016,A Bigger Splash,Israel Paredes,False,Certified-Fresh,Fresh,2016,The filmmaker narrates from a 'conventional' plot scheme to build a series of scenes that's both imaginative and attentive to detail. [Full Review in Spanish],male,"['Art House & International', 'Drama', 'Mystery & Suspense', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/cave_of_forgotten_dreams,Cave of Forgotten Dreams,Roger Ebert,True,Certified-Fresh,Fresh,2011,"To the degree that it's possible for us to walk behind Herzog into that cave, we do so.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/a_bigger_splash_2016,A Bigger Splash,Francesca Rudkin,False,Certified-Fresh,Fresh,2016,"Using body language and facial expressions, Swinton's performance is master class.",female,"['Art House & International', 'Drama', 'Mystery & Suspense', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/cave_of_forgotten_dreams,Cave of Forgotten Dreams,Sara Michelle Fetters,False,Certified-Fresh,Fresh,2011,"While the handheld 3D did at times make me a little queasy, over all using this method to bring the Chauvet Cave to life adds another layer of detail the movie would not have achieved otherwise.",female,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/a-wink-and-a-smile,A Wink and a Smile,Paul Brenner,False,Rotten,Rotten,2009,self-important,male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/american_teacher,American Teacher,Harvey S. Karten,False,Fresh,Rotten,2011,"A staid documentary about teaching below the college level marred by incessant, unnecessary music in the soundtrack and by conventional direction.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/american_teen,American Teen,Carrie Rickey,True,Fresh,Fresh,2008,An appealing and unexpectedly moving snapshot of 17-year-olds on the tightrope between family and future.,female,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/10008700-darfur_now,Darfur Now,Frank Scheck,True,Fresh,Rotten,2007,"While its activist subjects are indeed laudable, the film squanders much of its running time on ephemera.",male,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/american_teen,American Teen,Peter Sobczynski,False,Fresh,Rotten,2008,"By far the most shallow and inauthentic film that I have seen so far in 2008 and bear in mind, I have seen ""Zombie Strippers.""",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/american_teen,American Teen,Sandie Angulo Chen,False,Fresh,Fresh,2008,Riveting documentary is bound to get kids talking.,female,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/american_teen,American Teen,Richard Roeper,True,Fresh,Fresh,2008,"Compared to the contrived junk we see on MTV masquerading as a reality series, I think this is very authentic.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/catfish,Catfish,Christopher Tookey,False,Certified-Fresh,Fresh,2010,It works initially as a suspenseful mystery and then turns into . . . something else.,male,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/10008700-darfur_now,Darfur Now,Peter Hartlaub,True,Fresh,Fresh,2007,"At 99 minutes, the documentary presents a quick but thorough lesson.",male,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/catfish,Catfish,Phil Hall,False,Certified-Fresh,Rotten,2011,"The core story might be legitimate, but too much of the film is so blatantly staged that it is impossible to imagine this is a genuine record of life unfolding.",male,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/american_teen,American Teen,Lou Lumenick,True,Fresh,Rotten,2008,Ultra-slick and predictable.,mostly_male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/american_teen,American Teen,Peter Travers,True,Fresh,Fresh,2008,You'll be totally riveted.,male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/10008700-darfur_now,Darfur Now,Ann Hornaday,True,Fresh,Fresh,2007,"Provides context and an invaluable human face to a story that too many Westerners perceive as distant or irrelevant, if they perceive it at all. See Darfur Now, and you won't read the daily news the same way again.",female,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/a-galaxy-far-far-away,"A Galaxy Far, Far Away",David Cornelius,False,Rotten,Rotten,2009,"As Luke once said, what a piece of junk.",male,"['Cult Movies', 'Documentary', 'Special Interest', 'Television']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/american_teen,American Teen,Bob Strauss,False,Fresh,Fresh,2008,"Personal as it gets, the film never seems exploitative or sensationalized or the least bit dumbed-down ... or scripted, which distinguishes it from most shows about young people, whether they claim to be real or not.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/catfish,Catfish,Dominic Corry,False,Certified-Fresh,Fresh,2011,I was utterly enthralled from the first frame to the last.,male,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/10008700-darfur_now,Darfur Now,Nick Pinkerton,False,Fresh,Rotten,2007,If you evaluate Darfur Now against the goals it sets for itself -- as a stirring call to action -- it must be considered lacking.,male,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/american_teen,American Teen,Peter Canavese,False,Fresh,Rotten,2008,More of a marketing sensation than a cinematic one...a documentary shouldn't feel this packaged.,male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/american_teen,American Teen,David Edelstein,True,Fresh,Rotten,2008,"The movie does get under your skin, but the way it has been put together reminds me of those animal shows where the crew nudges the gazelles in the direction of the lions with multiple cameras standing by.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/cave_of_forgotten_dreams,Cave of Forgotten Dreams,Fernando F. Croce,False,Certified-Fresh,Fresh,2010,"Only Werner Herzog would have thought of applying 3D technology to ancient rock walls, and, furthermore, made them more beguiling than all the galaxy's giant blue felines.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/a-small-act,A Small Act,Eric Hynes,True,Fresh,Rotten,2010,More of a telethon-ready fund-raiser than a work of dramatic reportage.,male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/10008700-darfur_now,Darfur Now,Katey Rich,False,Fresh,Fresh,2007,An extremely moving and informative documentary.,female,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/a-small-act,A Small Act,Henry Fitzherbert,False,Fresh,Fresh,2011,[A] moving documentary...,male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/american_teen,American Teen,Sean McBride,False,Fresh,Rotten,2008,"It's all-consuming stuff, particularly when you look at it in extreme close up.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/cave_of_forgotten_dreams,Cave of Forgotten Dreams,Guy Dixon,True,Certified-Fresh,Fresh,2010,"A historic, invaluable film.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/10008700-darfur_now,Darfur Now,Edward Douglas,False,Fresh,Rotten,2007,"Frankly, there's a way to get a message across and this sort of talking heads doc by numbers isn't it.",male,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/american_teacher,American Teacher,Sarah Boslaugh,False,Fresh,Fresh,2012,Vanessa Roth's documentary American Teacher positions itself as a rebuttal to those who make political points maligning American teachers.,female,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/a-small-act,A Small Act,Philip French,True,Fresh,Fresh,2011,"A quiet, affecting, affirmative film.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/american_teacher,American Teacher,Brent Simon,False,Fresh,Rotten,2011,An inoffensive but hardly essential piece of occupational boosterism.,male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
m/cave_of_forgotten_dreams,Cave of Forgotten Dreams,Emanuel Levy,False,Certified-Fresh,Fresh,2011,"Yet another intriguing docu from Werner Herzog, about an ""obscure"" subject, and one that justifies the use and fully realizes the 3D technology.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
